

--------------------------------
﻿"PKP Usage statistics report"
"PKP Default usage statistics report (COUNTER ready)"
"Metric: ojs::counter"
"Report URL: https://riviste.unimi.it/index.php/cinemaetcie/stats/reports/generateReport?metricType=ojs::counter&columns[]=assoc_type&columns[]=context_id&columns[]=city&columns[]=country_id&columns[]=month&filters={""assoc_type"":[""256""],""context_id"":96,""month"":""202210""}"

,Type,Journal,City,Country,Month,Count
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Garches,FR,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal","Grand Rapids",US,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal","Green Cove Springs",US,202210,2
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Groningen,NL,202210,2
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Gussago,IT,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Houston,US,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Hull,GB,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Jaipur,IN,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Kingston,CA,202210,2
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal","Lake Forest",US,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Leawood,US,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Lima,PE,202210,3
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",London,GB,202210,6
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal","Makati City",PH,202210,2
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Marietta,US,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Milan,IT,202210,7
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Moscow,RU,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Mumbai,IN,202210,14
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Munich,DE,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Napoli,IT,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Oakland,US,202210,27
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Padua,IT,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Pamplona,ES,202210,2
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Paris,FR,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Piacenza,IT,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Pieve,IT,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Polska,PL,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Pretoria,ZA,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal","Redwood City",US,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Rome,IT,202210,3
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Roubaix,FR,202210,2
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal","San Luis Obispo",US,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal","Santa Clara",US,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Sarnico,IT,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Seongnam,KR,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Seveso,IT,202210,5
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Sheffield,GB,202210,3
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Singapore,SG,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Southend,GB,202210,6
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal","Staten Island",US,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Taipei,TW,202210,2
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Tampere,FI,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Tavagnacco,IT,202210,2
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Tyumen,RU,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Venezia,IT,202210,1
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Victoria,CA,202210,4
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal","Waltham Cross",GB,202210,2
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Wilmington,US,202210,3
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Woodbridge,US,202210,7
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",Woodlyn,US,202210,5
,"Submission Files","Cinéma & Cie. Film and Media Studies Journal",,,202210,183


--------------------------------
﻿"PKP Usage statistics report"
"PKP Default usage statistics report (COUNTER ready)"
"Metric: ojs::counter"
"Report URL: https://riviste.unimi.it/index.php/cinemaetcie/stats/reports/generateReport?metricType=ojs::counter&columns[]=assoc_type&columns[]=context_id&columns[]=city&columns[]=country_id&columns[]=month&filters={""assoc_type"":[""1048585""],""context_id"":96,""month"":""202210""}"

,Type,Journal,City,Country,Month,Count
,Article,"Cinéma & Cie. Film and Media Studies Journal",,BE,202210,6
,Article,"Cinéma & Cie. Film and Media Studies Journal",,BR,202210,6
,Article,"Cinéma & Cie. Film and Media Studies Journal",,CA,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",,CH,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",,CZ,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal",,DE,202210,11
,Article,"Cinéma & Cie. Film and Media Studies Journal",,EG,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",,ES,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",,EU,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",,FR,202210,15
,Article,"Cinéma & Cie. Film and Media Studies Journal",,GB,202210,21
,Article,"Cinéma & Cie. Film and Media Studies Journal",,GE,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",,ID,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",,IR,202210,6
,Article,"Cinéma & Cie. Film and Media Studies Journal",,IT,202210,57
,Article,"Cinéma & Cie. Film and Media Studies Journal",,JP,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",,KE,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",,KR,202210,6
,Article,"Cinéma & Cie. Film and Media Studies Journal",,NG,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",,NL,202210,9
,Article,"Cinéma & Cie. Film and Media Studies Journal",,PE,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",,PL,202210,4
,Article,"Cinéma & Cie. Film and Media Studies Journal",,PT,202210,4
,Article,"Cinéma & Cie. Film and Media Studies Journal",,RO,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal",,RU,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal",,SE,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal",,TN,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",,TR,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",,US,202210,26
,Article,"Cinéma & Cie. Film and Media Studies Journal",Abbiategrasso,IT,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Aberdeen,GB,202210,3
,Article,"Cinéma & Cie. Film and Media Studies Journal","Abu Dhabi",AE,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal","Albano Laziale",IT,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Allendale,US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Amsterdam,NL,202210,3
,Article,"Cinéma & Cie. Film and Media Studies Journal",Ankara,TR,202210,3
,Article,"Cinéma & Cie. Film and Media Studies Journal",Atlanta,US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Åtvidaberg,SE,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Bergamo,IT,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Boardman,US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Bologna,IT,202210,4
,Article,"Cinéma & Cie. Film and Media Studies Journal",Brescia,IT,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Breukelen,NL,202210,3
,Article,"Cinéma & Cie. Film and Media Studies Journal",Bucharest,RO,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Bursa,TR,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Cagliari,IT,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Carmel,US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Carolina,PR,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Caserta,IT,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Cesena,IT,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Copenhagen,DK,202210,8
,Article,"Cinéma & Cie. Film and Media Studies Journal",Daventry,GB,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal","Den Bosch",NL,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Exeter,GB,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Fairfield,US,202210,3
,Article,"Cinéma & Cie. Film and Media Studies Journal","Falls Church",US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal","Far Rockaway",US,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal",Fremont,US,202210,9
,Article,"Cinéma & Cie. Film and Media Studies Journal",Frosinone,IT,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Gainesville,US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal","Grand Rapids",US,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal","Green Cove Springs",US,202210,5
,Article,"Cinéma & Cie. Film and Media Studies Journal",Groningen,NL,202210,4
,Article,"Cinéma & Cie. Film and Media Studies Journal",Guangzhou,CN,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Gurgaon,IN,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal",Jakarta,ID,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal","La Rinconada",ES,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Leawood,US,202210,3
,Article,"Cinéma & Cie. Film and Media Studies Journal",London,GB,202210,6
,Article,"Cinéma & Cie. Film and Media Studies Journal",Marietta,US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Milan,IT,202210,15
,Article,"Cinéma & Cie. Film and Media Studies Journal",Minneapolis,US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal","Montecchio Emilia",IT,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal","Mountain View",US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Mumbai,IN,202210,9
,Article,"Cinéma & Cie. Film and Media Studies Journal",Napoli,IT,202210,5
,Article,"Cinéma & Cie. Film and Media Studies Journal","New York",US,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal",Nice,FR,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Nilai,MY,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal",Oakland,US,202210,91
,Article,"Cinéma & Cie. Film and Media Studies Journal",Ottawa,CA,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Padua,IT,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal",Pamplona,ES,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal",Piacenza,IT,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Pieve,IT,202210,3
,Article,"Cinéma & Cie. Film and Media Studies Journal","Pozuelo De Alarcón",ES,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Pretoria,ZA,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Rochester,US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Rome,IT,202210,3
,Article,"Cinéma & Cie. Film and Media Studies Journal",Rumersheim-le-haut,FR,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Rutland,US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal","Saint Petersburg",RU,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal","San Diego",US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal","San Francisco",US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal","San José",CR,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal","San Luis Obispo",US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Santiago,CL,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal","São Paulo",BR,202210,3
,Article,"Cinéma & Cie. Film and Media Studies Journal",Seongnam,KR,202210,8
,Article,"Cinéma & Cie. Film and Media Studies Journal",Seoul,KR,202210,4
,Article,"Cinéma & Cie. Film and Media Studies Journal",Seveso,IT,202210,3
,Article,"Cinéma & Cie. Film and Media Studies Journal",Sheffield,GB,202210,5
,Article,"Cinéma & Cie. Film and Media Studies Journal",Sibiu,RO,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Singapore,SG,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Southend,GB,202210,191
,Article,"Cinéma & Cie. Film and Media Studies Journal","Staten Island",US,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal",Sydney,AU,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Taggia,IT,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Tavagnacco,IT,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal",Torino,IT,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal",Toulouse,FR,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Varese,IT,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Vólos,GR,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Wakefield,US,202210,2
,Article,"Cinéma & Cie. Film and Media Studies Journal",Wilmington,US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Woodbridge,US,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",Woodlyn,US,202210,8
,Article,"Cinéma & Cie. Film and Media Studies Journal",Wroclaw,PL,202210,4
,Article,"Cinéma & Cie. Film and Media Studies Journal",Zoersel,BE,202210,1
,Article,"Cinéma & Cie. Film and Media Studies Journal",,,202210,276
